HATE_SPEECH,COUNTER_NARRATIVE,TARGET
Muslims are a problem in many European countries. They are not welcome.,We have a lot of Muslims in the UK. Why shouldn't we welcome them? Maybe we should just talk about it without discriminating?,MUSLIMS
Muslims are a problem in the UK. They are just another religion that should not be practiced openly.,Muslims are welcome in the UK. We do not need to restrict their religious beliefs just because they are different from ours.,MUSLIMS
Islam is a violent religion.,"Violence is not part of any religion, it can be found in extremism instead. Don't you think so?",MUSLIMS
Islam is just an ideology for terrorists.,Why do you say so? Are you familiar with the Quran? How much do you know Islam?,MUSLIMS
Muslims rape our women.,"There is no evidence that Muslims rape women (at least no higher incidence of sexual crimes than in other religious groups). The idea is not new and it is based on stereotypes, not facts.",MUSLIMS
"I'm not a Muslim, but I know Muslims. They are a problem in our country.",I would suggest reading the Universal Declaration of Human Rights to get a better idea about how the existence of all kinds of people from all backgrounds and beliefs must be respected.,MUSLIMS
A Muslim should not be allowed to vote,The constitution does not prevent anyone from voting or holding public office based on their religion. So what you are saying is just groundless.,MUSLIMS
Muslims are a threat to British society.,"Why do you feel threatened by Muslims? Respecting others is more important than anything, in any society.",MUSLIMS
Islam is a violent religion and shouldn't be allowed.,"This is fundamentally wrong. You are entitled to believe whatever you want, but Islam is focussed on peace rather than violence..",MUSLIMS
"We have been invaded by Muslims since the 9/11. They are a threat to our country, they must go!",Did you check the official stats on Muslim immigration? Do you know that the government doesn't think that all Muslims are a threat to the country? So why do you say so?,MUSLIMS
Muslims are our enemies and a threat to our society.,To see Muslims as enemies and their presence as a threat can create a climate of fear that can have a negative effect on a society. Why do you think this?,MUSLIMS
"My country is being infiltrated by Muslim criminals, and we are all being brainwashed by media and government to believe this is not the case.",The problem is not with Muslims. The problem is with this religious prejudice which equates Islam with criminality.,MUSLIMS
